domain	url	category	status	final_url	title	description	h1	research_note	error
ibs.ru	https://ibs.ru/	enterprise_integrator	200	https://ibs.ru/	IBS — ведущая российская IT-сервисная компания	IBS — ключевой технологический партнер лидеров российского бизнеса. Мы трансформируем технологическую экспертизу и понимание современной экономики в решения, которые повышают эффективность и конкурентоспособность компаний в цифровую эпоху.	IBS — крупнейшая консалтинговая группа компаний в России по итогам 2025	Enterprise systems integrator	
simbirsoft.com	https://www.simbirsoft.com/	enterprise_integrator	200	https://www.simbirsoft.com/	Разработка программного обеспечения на заказ — SimbirSoft	Разработка программных IT-продуктов «под ключ» для компаний из России, США и Европы. Обеспечение надежной работы IT-систем, услуги IT-аутсорсинга и IT-аутстаффинга — СимбирСофт	Разработка программного обеспечения	Custom software development	
kt.team	https://kt.team/	lowcode_integrator	200	https://kt.team/	Integrations developer for business KT.Team		We develop and customize IT solutions for your business needs	Automation / low-code / n8n-adjacent	
croc.ru	https://www.croc.ru/	enterprise_integrator	200	https://www.croc.ru/	КРОК	Комплексная экспертиза в области ИТ-инфраструктуры, внедрении информационных систем, создании программных решений и сервисной поддержки.	КРОК — технологический партнер	Enterprise IT integrator	
glowbyteconsulting.com	https://glowbyteconsulting.com/	data_integrator	200	https://glowbyteconsulting.com/	GlowByte — Внедряем решения BI и Big Data в России	Mastering Big Data and Business Intelligence since 2004	GlowByte — Внедряем решения BI и Big Data в России	Data / analytics / AI consulting	
neoflex.ru	https://www.neoflex.ru/	data_integrator	200	https://www.neoflex.ru/	Неофлекс | ИТ-платформы для цифровой трансформации	Разрабатываем бизнес-приложения на заказ и внедряем сложные информационные системы, используя передовые технологии.		Data platforms and enterprise development	
naumen.ru	https://www.naumen.ru/	enterprise_platform	200	https://www.naumen.ru/	NAUMEN - информационные системы управления растущим бизнесом	Вендор и интегратор решений для бизнеса и органов власти. Российские разработки, способные лидировать на мировом рынке		Enterprise automation platform	
cloud.ru	https://cloud.ru/	platform_vendor	200	https://cloud.ru/	Cloud.ru — облачные сервисы и ИИ-технологии для бизнеса	Cloud.ru — облачные сервисы и ИИ-технологии для бизнеса. Мы делаем доступ к облакам и ИИ простым и удобным. Более 130 IaaS- и PaaS-сервисов, дата-центры уровня Tier III и доступность по SLA 99,982%. Соответствие требованиям 152-ФЗ и 187-ФЗ.		Cloud / AI infrastructure	
gigachat.ru	https://gigachat.ru/	platform_vendor	200	https://gigachat.ru/				Russian GenAI platform	
yandex.cloud	https://yandex.cloud/ru	platform_vendor	200	https://yandex.cloud/showcaptcha?cc=1&form-fb-hint=2.61&mt=DB735DF011BB4805179744A99FFC244208639BA096A815B5C006C621411E009EA58A0E649A63238EA43DD302995BEEBB4FA9C44FD71D0D015B538E0999E7662E14AFF466096E4009E89FBB794B2B69D649E703AA13ED744D50D55FC0F94B96C2B4F9869C9D0446C26DC7CCC5B444E5BD7978A25FE8229BFFB9DBD49392F13DB62D098752354D6E6D068DE29BE054D9772EE0875943EDA6FA3B44DB5A1229EFCAEC1986992A1D352C95CB7E479DFDDAD4801E36DC615AC86E50FD581B7D8E768532D3C4813954CD77E2613323BCDF69DBA5CA3B958AAA03E656BEFEB8EB4825CB20E88789AB6810A66340CBE4CEF483FA&retpath=aHR0cHM6Ly95YW5kZXguY2xvdWQvcnU%2C_5801edfeb580c229e0c9fa193fe9e6fb&t=2%252F1780751115%252F9cc80189890973a47e1307353a9b07bf&u=8823720010512811938&s=15e668cf62e23edd117bea2757c5e52b	Are you not a robot?	Finds everything	Please confirm that you are not a robot	Cloud / YandexGPT / Search API	
mts.ai	https://mts.ai/	platform_vendor	200	https://mts.ai/	Создаем AI-решения будущего	MWS AI разрабатывает AI-решения и продукты, используем технологии: nlp обработка естественного языка, компьютерное зрение	ИИ-рекрутер	MTS AI products	
directum.ru	https://www.directum.ru/	enterprise_platform	200	https://www.directum.ru/	Directum — цифровые решения для управления компанией	Экосистема Directum включает продукты для управления стратегией, кадровыми процессами, проектами, сервисами и документами. Работа с десятками тысяч пользователей, ИИ, no/low-code и импортонезависимость.	Цифровые решения для управления компанией	ECM/BPM/document automation	
elma365.com	https://elma365.com/ru/	enterprise_platform	200	https://elma365.com/ru/	ELMA365 — Экосистема Low-code продуктов для автоматизации бизнеса и бизнес-процессов: BPM, CSP, CRM, КЭДО и Service.	ELMA365 — Low-code платформа для автоматизации бизнеса и бизнес-процессов. Экосистема включает в себя BPM, CSP, CRM, КЭДО и Service. Не требует загрузки, проста в настройке. Попробовать бесплатно.	Экосистема Low-code продуктов для автоматизации бизнеса	BPM/low-code automation	
mymeet.ai	https://mymeet.ai/	adjacent_competitor	200	https://mymeet.ai/	AI Assistant for Meetings | Summarize, Assign Tasks & Prepare Reports	Boost your meeting productivity with mymeet.ai’s AI assistant. Get automated summaries, action items, and meeting reports in over 100 languages.	AI Assistant for	Meeting transcription and summaries	
meetscribe.ru	https://meetscribe.ru/	adjacent_competitor	error					Meeting transcription	TimeoutError
timelist.ru	https://timelist.ru/	adjacent_competitor	200	https://timelist.ru/	Таймлист ИИ-секретарь для Встреч: Протоколы, Транскрибация, Аналитика	Автоматизация протоколов встреч и транскрибация аудио в текст — Таймлист	Превращайте разговоры в точный план действий ✨ AI-секретарь для Ваших встреч	Meeting protocols / transcription	
aigenda.ru	https://aigenda.ru/	rejected_source	200	https://aigenda.ru/	AiGENDA	Информационный интеллект AiGENDA только о главном: новости, политика, деньги, спорт, происшествия, шоу-бизнес, гаджеты и нейросети	AiGENDA	Fetched as unrelated/news-like domain; do not use in audiences	
salekit.io	https://salekit.io/	rejected_source	200	https://salekit.io/	PHẦN MỀM BÁN HÀNG TỰ ĐỘNG | SALEKIT.IO	Phần mềm CRM và Sales Funnel All-In-One - Bán hàng & Chăm sóc Sóc Khách Hàng Tự Động Đa Kênh: Email, SMS, Zalo ZnS, Webpush, AutoCall,..	PHẦN MỀM BÁN HÀNG TỰ ĐỘNG	Fetched as unrelated non-RU sales software; do not use in audiences	
teamly.ru	https://teamly.ru/	adjacent_competitor	200	https://teamly.ru/	TEAMLY — платформа для управления знаниями (knowledge management), и обучением сотрудников.	Управляйте проектами, задачами и обучением с помощью TEAMLY. Наша платформа предлагает умные таблицы, базы данных, трекер и курсы, а также мощную базу знаний для улучшения работы вашей команды. TEAMLY - лучшая решение для управлением знаниями knowledge management в России!	Платформа для управления знаниями и обучения сотрудников с ИИ-ассистентом	Knowledge base / corporate AI	
vc.ru	https://vc.ru/	business_media	200	https://vc.ru/	vc.ru — бизнес, технологии, идеи, модели роста, стартапы	Крупнейшая в рунете площадка для предпринимателей нового поколения. Новости ИТ-рынка, вакансии рунета, реклама, PR, интерфейсы, мобильные приложения.		Russian tech/business media	
habr.com	https://habr.com/ru/feed/	tech_media	200	https://habr.com/ru/feed/	Публикации / Моя лента / Хабр		Моя лента	Russian developer/IT media	
tadviser.ru	https://www.tadviser.ru/	enterprise_media	200	https://www.tadviser.ru/	TAdviser - портал выбора технологий и поставщиков	TAdviser - портал выбора технологий и поставщиков		Enterprise IT knowledge base	
cnews.ru	https://www.cnews.ru/	enterprise_media	200	https://www.cnews.ru/	Интернет-издание о высоких технологиях - CNews	CNews – крупнейшее издание в сфере корпоративных информационных технологий в России и странах СНГ. Оперативные новости и аналитические материалы мира высоких технологий: технологические инновации, проекты внедрений, финансовая сторона бизнеса ИКТ-компаний, тенденции развития отрасли, последние научные разработки.		Enterprise IT news	
rb.ru	https://rb.ru/	business_media	200	https://rb.ru/	Russian Business — медиа о силе дерзости и денег.	Истории о чужих деньгах, достижениях и провалах.		Business/tech media	
forbes.ru	https://www.forbes.ru/	business_media	200	https://www.forbes.ru/	Forbes.ru | Главное о миллиардерах, бизнесе, финансах и инвестициях в России и мире	Forbes Russia – одно из наиболее авторитетных и известных финансово-экономических изданий в мире		Executive/business media	
kommersant.ru	https://www.kommersant.ru/	business_media	200	https://www.kommersant.ru/	Новости России и мира сегодня — последние новости на Коммерсантъ	Актуальные новости, объективный анализ и эксклюзивные комментарии о важнейших событиях и трендах	Итоги ПМЭФ-2026	Business media	
vedomosti.ru	https://www.vedomosti.ru/	business_media	200	https://www.vedomosti.ru/	«Ведомости» — ведущее деловое издание России	Качественный контент о бизнесе, экономике и политике. Актуальные новости, экспертные статьи и аналитика в деловом издании «Ведомости»	СЕЙЧАС ЧИТАЮТ	Business media	
